Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
truth,org.junit.contrib.truth,CollectionTest,collectionContainsWithNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsWith2KindsOfChaining,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsAnyOf,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsAnyOfWithNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsWithMany,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsWithDuplicates,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsWithManyWithNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsInOrder,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,CollectionTest,collectionContainsInOrderWithNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExampleTest,stringContains,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExampleTest,listContains,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExampleTest,listContainsWithChaining,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExampleTest,expectRange,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExampleTest,customTypeCompares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,simpleEquality,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,intIsInt,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,simpleInequality,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,inclusiveRangeContainment,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,inclusiveRangeContainmentFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
truth,org.junit.contrib.truth,IntegerTest,exclusiveRangeContainment,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,equalityOfNulls,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IntegerTest,equalityOfNullsFail,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
truth,org.junit.contrib.truth,IntegerTest,inequalityOfNulls,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,BooleanTest,isTrue,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,BooleanTest,isFalse,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectFailureTest,expectFailNotEquals,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectFailureTest,expectFailStringContains,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectFailureTest,expectFailContainsAllOf,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectFailureTest,expectFailContainsAnyOf,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IterableTest,iterableContainsWithNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IterableTest,iterableContainsWith2KindsOfChaining,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,IterableTest,iteratesOverSequence,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectTest,expectTrue,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectTest,expectFail,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,ExpectTest,warnWhenExpectIsNotRule,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,stringContains,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,chain,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,stringEquality,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,stringStartsWith,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,stringEndsWith,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,emptyStringTests,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth,StringTest,stringNullNullTests,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth.codegen,IteratingWrapperClassBuilderTest,testSubjectWrapperGeneration_PlainClass,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth.codegen,IteratingWrapperClassBuilderTest,testSubjectWrapperGeneration_InnerClass,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth.delegatetest,DelegationTest,customTypeCompares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
truth,org.junit.contrib.truth.extensiontest,ExtensionTest,customTypeCompares,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
