Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
truth,com.google.common.truth,SubjectPropertiesTest,testHasPublicFieldWithValueInBadField,9,1,0,88,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.Truth; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectPropertiesTest,testHasPrivateField,3,1,0,98,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectPropertiesTest,testHasProvidedFieldWithValue,3,1,0,102,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,RelabeledSubjectsTest,namedIncludesActualStringValue,11,1,0,37,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject; com.google.common.truth.Subject
truth,com.google.common.truth,RelabeledSubjectsTest,namedIncludesActualIntegerValue,11,1,0,48,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,RelabeledSubjectsTest,relabeledBooleans,9,1,0,59,1,com.google.common.truth.BooleanSubject,com.google.common.truth.BooleanSubject; com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,RelabeledSubjectsTest,relabeledObject,10,1,0,68,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,RelabeledSubjectsTest,relabelledCollections,9,1,0,80,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,RelabeledSubjectsTest,relabelledPrimitiveFloatArrays,11,1,0,91,1,com.google.common.truth.PrimitiveFloatArraySubject,com.google.common.truth.PrimitiveFloatArraySubject; com.google.common.truth.AbstractArraySubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isEqualTo,3,1,0,34,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isEqualTo_Same,4,1,0,38,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,asList,3,1,0,43,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isEqualTo_Fail_UnequalOrdering,9,1,0,47,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isEqualTo_Fail_NotAnArray,9,1,0,56,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isNotEqualTo_SameLengths,3,1,0,66,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isNotEqualTo_DifferentLengths,3,1,0,70,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isNotEqualTo_DifferentTypes,3,1,0,74,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isNotEqualTo_FailEquals,9,1,0,78,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,isNotEqualTo_FailSame,10,1,0,88,1,com.google.common.truth.PrimitiveCharArraySubject,com.google.common.truth.PrimitiveCharArraySubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,array,3,1,1,99,0,,
truth,com.google.common.truth,SubjectTest,toString,3,1,0,34,0,,
truth,com.google.common.truth,SubjectTest,toString,3,1,0,40,0,,
truth,com.google.common.truth,SubjectTest,toStringsAreIdentical,11,1,0,46,1,com.google.common.truth.IntegerSubject,com.google.common.truth.IntegerSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isSameAsWithNulls,4,1,0,67,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isSameAsFailureWithNulls,10,1,0,72,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isSameAsWithSameObject,5,1,0,82,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isSameAsFailureWithObjects,11,1,0,88,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isSameAsFailureWithComparableObjects,11,1,0,100,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isSameAsFailureWithDifferentTypesAndSameToString,11,1,0,111,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotSameAsWithNulls,4,1,0,123,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotSameAsFailureWithNulls,10,1,0,128,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotSameAsWithObjects,5,1,0,139,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotSameAsFailureWithSameObject,11,1,0,145,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotSameAsWithComparableObjects,5,1,0,157,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotSameAsWithDifferentTypesAndSameToString,5,1,0,163,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNull,4,1,0,169,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNullFail,10,1,0,174,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,stringIsNullFail,9,1,0,184,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotNull,4,1,0,193,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotNullFail,10,1,0,198,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isEqualToWithNulls,4,1,0,208,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isEqualToFailureWithNulls,10,1,0,213,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isEqualToWithSameObject,5,1,0,223,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isEqualToFailureWithObjects,11,1,0,229,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isEqualToWithComparableObjects,5,1,0,240,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isEqualToFailureWithComparableObjects,11,1,0,246,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isEqualToFailureWithDifferentTypesAndSameToString,11,1,0,257,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotEqualToWithNulls,4,1,0,269,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotEqualToFailureWithNulls,10,1,0,274,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotEqualToWithObjects,5,1,0,284,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotEqualToFailureWithObjects,10,1,0,290,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotEqualToFailureWithSameObject,11,1,0,300,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotEqualToWithComparableObjects,5,1,0,311,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotEqualToFailureWithComparableObjects,11,1,0,317,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotEqualToWithDifferentTypesAndSameToString,5,1,0,328,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isInstanceOf,5,1,0,334,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.ClassSubject
truth,com.google.common.truth,SubjectTest,isAFail,9,1,0,341,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isInstanceOfFail,9,1,0,351,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotInstanceOf,4,1,0,361,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,SubjectTest,isNotAFail,9,1,0,366,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,SubjectTest,isNotInstanceOfFail,9,1,0,376,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CustomFailureMessageTest,customMessageIsPrepended,9,1,0,39,1,com.google.common.truth.TestVerb,com.google.common.truth.TestVerb; com.google.common.truth.Truth; com.google.common.truth.StringSubject
truth,com.google.common.truth,CustomFailureMessageTest,customMessageIsPrependedWithNamed,9,1,0,49,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.TestVerb; com.google.common.truth.Truth; com.google.common.truth.StringSubject
truth,com.google.common.truth,CustomFailureMessageTest,customMessage,9,1,0,60,1,com.google.common.truth.BooleanSubject,com.google.common.truth.BooleanSubject; com.google.common.truth.TestVerb; com.google.common.truth.Truth; com.google.common.truth.StringSubject
truth,com.google.common.truth,CustomFailureMessageTest,customMessageOnDelegate,11,1,0,70,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject; com.google.common.truth.TestVerb; com.google.common.truth.Truth
truth,com.google.common.truth,CustomFailureMessageTest,customMessageOnForEach,9,1,0,82,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject; com.google.common.truth.TestVerb; com.google.common.truth.Truth
truth,com.google.common.truth,AbstractVerbTest,fail,3,1,2,43,0,,
truth,com.google.common.truth,AbstractVerbTest,withFailureMessage,3,1,1,47,0,,
truth,com.google.common.truth,AbstractVerbTest,getFailureMessage,3,1,0,53,0,,
truth,com.google.common.truth,AbstractVerbTest,noArgFail,4,1,0,60,1,com.google.common.truth.AbstractVerb,com.google.common.truth.AbstractVerb; com.google.common.truth.StringSubject
truth,com.google.common.truth,AbstractVerbTest,argFail,4,1,1,65,0,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,listContainsSequenceWithEmptyList,3,1,0,36,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listContainsSequenceWithSingleton,3,1,0,40,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listContainsSequenceAtEnd,3,1,0,44,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listContainsSequenceAtStart,3,1,0,48,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listContainsSequenceWithManyFalseStarts,3,1,0,52,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listContainsSequenceTooShortFailure,10,1,0,56,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,listContainsSequenceNotContiguousFailure,10,1,0,66,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,listIsOrdered,5,1,0,76,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,isOrderedFailure,10,1,0,82,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,isOrderedWithNonComparableElementsFailure,8,1,0,92,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listIsPartiallyOrdered,5,1,0,99,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,isPartiallyOrderedFailure,10,1,0,105,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,isPartiallyOrderedWithNonComparableElementsFailure,8,1,0,115,1,com.google.common.truth.ListSubject,com.google.common.truth.ListSubject
truth,com.google.common.truth,ListTest,listIsOrderedWithComparator,5,1,0,122,1,,
truth,com.google.common.truth,ListTest,listIsOrderedWithComparatorFailure,10,1,0,129,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,listIsPartiallyOrderedWithComparator,5,1,0,139,1,,
truth,com.google.common.truth,ListTest,listIsPartiallyOrderedWithComparatorFailure,10,1,0,146,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject
truth,com.google.common.truth,ListTest,compare,3,1,2,157,0,,
truth,com.google.common.truth,IterationOverSubjectTest,thatEachInteger,13,2,0,38,1,com.google.common.truth.IntegerSubject,com.google.common.truth.IntegerSubject; com.google.common.truth.Truth
truth,com.google.common.truth,IterationOverSubjectTest,thatEachLong,13,2,0,51,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.Truth
truth,com.google.common.truth,IterationOverSubjectTest,collectionItemsContainText,13,2,0,64,1,com.google.common.truth.StringSubject,com.google.common.truth.StringSubject; com.google.common.truth.Truth
truth,com.google.common.truth,IterationOverSubjectTest,iterable,3,1,1,77,0,,
truth,com.google.common.truth,CollectionTest,collectionHasItem,3,1,0,38,1,com.google.common.truth.IterableSubject,com.google.common.truth.IterableSubject
truth,com.google.common.truth,CollectionTest,collectionHasItemWithNull,3,1,0,42,1,com.google.common.truth.IterableSubject,com.google.common.truth.IterableSubject
truth,com.google.common.truth,CollectionTest,collectionHasItemFailure,9,1,0,46,1,com.google.common.truth.IterableSubject,com.google.common.truth.IterableSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAnyOf,3,1,0,55,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAnyOfWithNull,3,1,0,59,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAnyOfWithNullInThirdAndFinalPosition,3,1,0,63,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAnyOfFailure,9,1,0,67,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithMany,3,1,0,76,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithDuplicates,3,1,0,80,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithNull,3,1,0,84,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithNullAtThirdAndFinalPosition,3,1,0,88,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfFailure,11,1,0,92,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithDuplicatesFailure,12,1,0,103,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithDuplicateMissingElements,11,1,0,119,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfWithNullFailure,11,1,0,130,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrder,3,1,0,141,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrderWithNull,3,1,0,145,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrderWithFailure,10,1,0,149,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasNoneOf,3,1,0,159,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasNoneOfFailure,9,1,0,163,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasNoneOfFailureWithDuplicateInSubject,9,1,0,174,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasNoneOfFailureWithDuplicateInExpected,9,1,0,185,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithMany,3,1,0,196,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyOutOfOrder,3,1,0,200,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicates,3,1,0,204,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,3,1,0,208,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithNull,3,1,0,212,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithNullOutOfOrder,3,1,0,216,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyMissingItemFailure,11,1,0,220,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyUnexpectedItemFailure,11,1,0,231,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,12,1,0,242,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,12,1,0,254,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,12,1,0,266,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithDuplicateMissingElements,11,1,0,282,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyWithNullFailure,11,1,0,293,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrder,3,1,0,304,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrderWithNull,3,1,0,308,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrderWithFailure,10,1,0,312,1,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.CollectionSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionIsEmpty,3,1,0,322,1,com.google.common.truth.IterableSubject,com.google.common.truth.IterableSubject
truth,com.google.common.truth,CollectionTest,collectionIsEmptyWithFailure,10,1,0,326,1,com.google.common.truth.IterableSubject,com.google.common.truth.IterableSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrderHackedWithTooManyItemsFailure,6,1,0,336,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrderHackedWithTooFewItemsFailure,6,1,0,347,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasAllOfInOrderHackedWithNoItemsFailure,6,1,0,358,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrderHackedWithTooManyItemsFailure,6,1,0,369,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrderHackedWithTooFewItemsFailure,6,1,0,380,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,collectionHasExactlyInOrderHackedWithNoItemsFailure,6,1,0,391,1,com.google.common.truth.CollectionSubject,com.google.common.truth.CollectionSubject
truth,com.google.common.truth,CollectionTest,validateHackedFailure,10,1,1,402,0,com.google.common.truth.Ordered,com.google.common.truth.Ordered; com.google.common.truth.StringSubject
truth,com.google.common.truth,CollectionTest,collection,3,1,1,413,0,,
truth,com.google.common.truth,LongTest,simpleEquality,4,1,0,41,1,com.google.common.truth.Subject,com.google.common.truth.Subject; com.google.common.truth.LongSubject
truth,com.google.common.truth,LongTest,longIsLong,3,1,0,46,1,com.google.common.truth.Subject,com.google.common.truth.Subject
truth,com.google.common.truth,LongTest,simpleInequality,3,1,0,50,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject
truth,com.google.common.truth,LongTest,equalityFail,9,1,0,54,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,LongTest,inequalityFail,9,1,0,63,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,LongTest,additionAssumptionFail,8,1,0,72,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.TruthJUnit
truth,com.google.common.truth,LongTest,inclusiveRangeContainment,5,1,0,79,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject
truth,com.google.common.truth,LongTest,inclusiveRangeContainmentFailure,16,1,0,85,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.StringSubject
truth,com.google.common.truth,LongTest,inclusiveRangeContainmentInversionError,8,1,0,100,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject
truth,com.google.common.truth,LongTest,exclusiveRangeContainment,4,1,0,107,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject
truth,com.google.common.truth,LongTest,exclusiveRangeContainmentFailure,9,1,0,112,1,com.google.common.truth.LongSubject,com.google.common.truth.LongSubject; com.google.common.truth.StringSubject
