Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
truth,org.truth0.gwt,TruthGwtTest,testList,Magic Number,The method contains a magic number: 3,73
truth,org.truth0.gwt,TruthGwtTest,testList,Magic Number,The method contains a magic number: 2,73
truth,org.truth0.gwt,TruthGwtTest,testList,Magic Number,The method contains a magic number: 3,73
truth,org.truth0.codegen,CompilingClassLoader,compileSourceCodeToByteCode,Long Statement,The length of the statement "JavaCompiler.CompilationTask compilationTask=javaCompiler.getTask(null`fileManager`diagnosticListener`options`null`singleton(javaFile));" is 136.,118
truth,org.truth0.codegen,IteratingWrapperClassBuilder,build,Long Statement,The length of the statement "String code=String.format(CLASS_TEMPLATE`subjectClass.getPackage().getName()`subjectClass.getSimpleName()`targetType.getCanonicalName()`methodWrappers.toString());" is 163.,102
truth,org.truth0.codegen,IteratingWrapperClassBuilder,appendMethodWrapper,Long Statement,The length of the statement "boolean shouldWrap=!method.getDeclaringClass().equals(Subject.class) && !method.getDeclaringClass().equals(Object.class) && !(isFinal(modifiers) || isPrivate(modifiers) || isStatic(modifiers));" is 193.,121
truth,org.truth0.codegen,IteratingWrapperClassBuilder,appendMethodWrapper,Long Statement,The length of the statement "code.append(String.format(WRAPPER_METHOD_TEMPLATE`stringVisibility(modifiers)`method.getReturnType().getCanonicalName()`method.getName()`methodSignature(method.getParameterTypes()`method.getParameterAnnotations()).toString()`targetType.getCanonicalName()`subjectType.getCanonicalName()`methodParameterList(method.getParameterTypes().length)));" is 343.,121
truth,org.truth0.delegatetest,DelegationTest,customTypeProposition,Magic Number,The method contains a magic number: 5,30
truth,org.truth0.delegatetest,DelegationTest,customTypeProposition,Magic Number,The method contains a magic number: 2,30
truth,org.truth0.delegatetest,DelegationTest,customTypeProposition,Magic Number,The method contains a magic number: 3,30
truth,org.truth0.delegatetest,DelegationTest,customTypePropositionWithFailure,Magic Number,The method contains a magic number: 5,34
truth,org.truth0.delegatetest,DelegationTest,customTypePropositionWithFailure,Magic Number,The method contains a magic number: 4,34
truth,org.truth0.subjects,SubjectPropertiesTest,testHasPublicFieldWithWrongValue,Long Statement,The length of the statement "ASSERT.that(expected.getMessage()).is("Not true that <A>'s field <publicField> contains expected value " + "<wrongValue>. It contains value <aValue>");" is 151.,62
truth,org.truth0.subjects,SubjectPropertiesTest,testHasPublicFieldWithWrongNullValue,Long Statement,The length of the statement "ASSERT.that(expected.getMessage()).is("Not true that <A>'s field <publicField> contains expected value " + "<wrongValue>. It contains value <null>");" is 149.,77
truth,org.truth0.subjects,ListTest,listContainsSequenceWithEmptyList,Magic Number,The method contains a magic number: 2,36
truth,org.truth0.subjects,ListTest,listContainsSequenceWithEmptyList,Magic Number,The method contains a magic number: 3,36
truth,org.truth0.subjects,ListTest,listContainsSequenceAtEnd,Magic Number,The method contains a magic number: 2,44
truth,org.truth0.subjects,ListTest,listContainsSequenceAtEnd,Magic Number,The method contains a magic number: 3,44
truth,org.truth0.subjects,ListTest,listContainsSequenceAtEnd,Magic Number,The method contains a magic number: 2,44
truth,org.truth0.subjects,ListTest,listContainsSequenceAtEnd,Magic Number,The method contains a magic number: 3,44
truth,org.truth0.subjects,ListTest,listContainsSequenceAtStart,Magic Number,The method contains a magic number: 2,48
truth,org.truth0.subjects,ListTest,listContainsSequenceAtStart,Magic Number,The method contains a magic number: 3,48
truth,org.truth0.subjects,ListTest,listContainsSequenceAtStart,Magic Number,The method contains a magic number: 2,48
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 2,52
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 2,52
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 3,52
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 4,52
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 2,52
truth,org.truth0.subjects,ListTest,listContainsSequenceWithManyFalseStarts,Magic Number,The method contains a magic number: 3,52
truth,org.truth0.subjects,ListTest,listContainsSequenceTooShortFailure,Magic Number,The method contains a magic number: 2,56
truth,org.truth0.subjects,ListTest,listContainsSequenceTooShortFailure,Magic Number,The method contains a magic number: 3,56
truth,org.truth0.subjects,ListTest,listContainsSequenceTooShortFailure,Magic Number,The method contains a magic number: 2,56
truth,org.truth0.subjects,ListTest,listContainsSequenceTooShortFailure,Magic Number,The method contains a magic number: 3,56
truth,org.truth0.subjects,ListTest,listContainsSequenceTooShortFailure,Magic Number,The method contains a magic number: 4,56
truth,org.truth0.subjects,ListTest,listContainsSequenceNotContiguousFailure,Magic Number,The method contains a magic number: 2,66
truth,org.truth0.subjects,ListTest,listContainsSequenceNotContiguousFailure,Magic Number,The method contains a magic number: 2,66
truth,org.truth0.subjects,ListTest,listContainsSequenceNotContiguousFailure,Magic Number,The method contains a magic number: 3,66
truth,org.truth0.subjects,ListTest,listContainsSequenceNotContiguousFailure,Magic Number,The method contains a magic number: 2,66
truth,org.truth0.subjects,ListTest,listContainsSequenceNotContiguousFailure,Magic Number,The method contains a magic number: 3,66
truth,org.truth0.subjects,ListTest,listIsOrdered,Magic Number,The method contains a magic number: 2,76
truth,org.truth0.subjects,ListTest,listIsOrdered,Magic Number,The method contains a magic number: 3,76
truth,org.truth0.subjects,ListTest,listIsOrdered,Magic Number,The method contains a magic number: 4,76
truth,org.truth0.subjects,ListTest,isOrderedFailure,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,ListTest,isOrderedFailure,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,ListTest,isOrderedFailure,Magic Number,The method contains a magic number: 4,82
truth,org.truth0.subjects,ListTest,isOrderedWithNonComparableElementsFailure,Empty catch clause,The method has an empty catch block.,92
truth,org.truth0.subjects,ListTest,isOrderedWithNonComparableElementsFailure,Magic Number,The method contains a magic number: 3,92
truth,org.truth0.subjects,ListTest,listIsPartiallyOrdered,Magic Number,The method contains a magic number: 2,99
truth,org.truth0.subjects,ListTest,listIsPartiallyOrdered,Magic Number,The method contains a magic number: 3,99
truth,org.truth0.subjects,ListTest,listIsPartiallyOrdered,Magic Number,The method contains a magic number: 3,99
truth,org.truth0.subjects,ListTest,listIsPartiallyOrdered,Magic Number,The method contains a magic number: 3,99
truth,org.truth0.subjects,ListTest,listIsPartiallyOrdered,Magic Number,The method contains a magic number: 4,99
truth,org.truth0.subjects,ListTest,isPartiallyOrderedFailure,Magic Number,The method contains a magic number: 3,105
truth,org.truth0.subjects,ListTest,isPartiallyOrderedFailure,Magic Number,The method contains a magic number: 2,105
truth,org.truth0.subjects,ListTest,isPartiallyOrderedFailure,Magic Number,The method contains a magic number: 4,105
truth,org.truth0.subjects,ListTest,isPartiallyOrderedWithNonComparableElementsFailure,Empty catch clause,The method has an empty catch block.,115
truth,org.truth0.subjects,ListTest,isPartiallyOrderedWithNonComparableElementsFailure,Magic Number,The method contains a magic number: 2,115
truth,org.truth0.subjects,CollectionTest,collectionHasItem,Magic Number,The method contains a magic number: 2,40
truth,org.truth0.subjects,CollectionTest,collectionHasItem,Magic Number,The method contains a magic number: 3,40
truth,org.truth0.subjects,CollectionTest,collectionHasItemWithNull,Magic Number,The method contains a magic number: 3,44
truth,org.truth0.subjects,CollectionTest,collectionHasItemFailure,Magic Number,The method contains a magic number: 2,48
truth,org.truth0.subjects,CollectionTest,collectionHasItemFailure,Magic Number,The method contains a magic number: 3,48
truth,org.truth0.subjects,CollectionTest,collectionHasItemFailure,Magic Number,The method contains a magic number: 5,48
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOf,Magic Number,The method contains a magic number: 2,57
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOf,Magic Number,The method contains a magic number: 3,57
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOf,Magic Number,The method contains a magic number: 5,57
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfWithNull,Magic Number,The method contains a magic number: 3,61
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfWithNull,Magic Number,The method contains a magic number: 5,61
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfWithNullInThirdAndFinalPosition,Magic Number,The method contains a magic number: 3,65
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfWithNullInThirdAndFinalPosition,Magic Number,The method contains a magic number: 4,65
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfWithNullInThirdAndFinalPosition,Magic Number,The method contains a magic number: 5,65
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfFailure,Magic Number,The method contains a magic number: 2,69
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfFailure,Magic Number,The method contains a magic number: 3,69
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfFailure,Magic Number,The method contains a magic number: 5,69
truth,org.truth0.subjects,CollectionTest,collectionHasAnyOfFailure,Magic Number,The method contains a magic number: 6,69
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithMany,Magic Number,The method contains a magic number: 2,78
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithMany,Magic Number,The method contains a magic number: 3,78
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithMany,Magic Number,The method contains a magic number: 2,78
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 3,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicates,Magic Number,The method contains a magic number: 2,82
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNull,Magic Number,The method contains a magic number: 3,86
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNull,Magic Number,The method contains a magic number: 3,86
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNullAtThirdAndFinalPosition,Magic Number,The method contains a magic number: 3,90
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNullAtThirdAndFinalPosition,Magic Number,The method contains a magic number: 3,90
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfFailure,Magic Number,The method contains a magic number: 2,94
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfFailure,Magic Number,The method contains a magic number: 3,94
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfFailure,Magic Number,The method contains a magic number: 2,94
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfFailure,Magic Number,The method contains a magic number: 4,94
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 2,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 3,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 2,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 2,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 2,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 3,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicatesFailure,Magic Number,The method contains a magic number: 4,105
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicateMissingElements,Magic Number,The method contains a magic number: 2,121
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,121
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,121
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,121
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNullFailure,Magic Number,The method contains a magic number: 3,132
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfWithNullFailure,Magic Number,The method contains a magic number: 3,132
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 3,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 2,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 5,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 3,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 2,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrder,Magic Number,The method contains a magic number: 5,143
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithNull,Magic Number,The method contains a magic number: 3,147
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithNull,Magic Number,The method contains a magic number: 5,147
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithNull,Magic Number,The method contains a magic number: 3,147
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithNull,Magic Number,The method contains a magic number: 5,147
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithFailure,Magic Number,The method contains a magic number: 3,151
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderWithFailure,Magic Number,The method contains a magic number: 3,151
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithMany,Magic Number,The method contains a magic number: 2,161
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithMany,Magic Number,The method contains a magic number: 3,161
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithMany,Magic Number,The method contains a magic number: 2,161
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithMany,Magic Number,The method contains a magic number: 3,161
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 2,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 3,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 4,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 3,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 4,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyOutOfOrder,Magic Number,The method contains a magic number: 2,165
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 3,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 2,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicates,Magic Number,The method contains a magic number: 3,169
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 3,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 3,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesOutOfOrder,Magic Number,The method contains a magic number: 2,173
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNull,Magic Number,The method contains a magic number: 3,177
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNull,Magic Number,The method contains a magic number: 3,177
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNullOutOfOrder,Magic Number,The method contains a magic number: 3,181
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNullOutOfOrder,Magic Number,The method contains a magic number: 3,181
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyMissingItemFailure,Magic Number,The method contains a magic number: 2,185
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyMissingItemFailure,Magic Number,The method contains a magic number: 2,185
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyMissingItemFailure,Magic Number,The method contains a magic number: 4,185
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,196
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyUnexpectedItemFailure,Magic Number,The method contains a magic number: 3,196
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,196
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 2,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 3,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 2,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 2,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 2,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesNotEnoughItemsFailure,Magic Number,The method contains a magic number: 3,207
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 2,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 3,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 2,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 2,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 2,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 3,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesMissingItemFailure,Magic Number,The method contains a magic number: 4,219
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 3,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 2,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicatesUnexpectedItemFailure,Magic Number,The method contains a magic number: 3,231
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,247
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,247
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithDuplicateMissingElements,Magic Number,The method contains a magic number: 4,247
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNullFailure,Magic Number,The method contains a magic number: 3,258
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyWithNullFailure,Magic Number,The method contains a magic number: 3,258
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 3,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 2,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 5,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 3,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 2,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrder,Magic Number,The method contains a magic number: 5,269
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithNull,Magic Number,The method contains a magic number: 3,273
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithNull,Magic Number,The method contains a magic number: 5,273
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithNull,Magic Number,The method contains a magic number: 3,273
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithNull,Magic Number,The method contains a magic number: 5,273
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithFailure,Magic Number,The method contains a magic number: 3,277
truth,org.truth0.subjects,CollectionTest,collectionHasExactlyInOrderWithFailure,Magic Number,The method contains a magic number: 3,277
truth,org.truth0.subjects,CollectionTest,collectionIsEmptyWithFailure,Magic Number,The method contains a magic number: 3,291
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithTooManyItemsFailure,Magic Number,The method contains a magic number: 3,301
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithTooManyItemsFailure,Magic Number,The method contains a magic number: 3,301
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithTooManyItemsFailure,Magic Number,The method contains a magic number: 6,301
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithTooFewItemsFailure,Magic Number,The method contains a magic number: 3,312
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithTooFewItemsFailure,Magic Number,The method contains a magic number: 3,312
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithNoItemsFailure,Magic Number,The method contains a magic number: 3,323
truth,org.truth0.subjects,CollectionTest,collectionHasAllOfInOrderHackedWithNoItemsFailure,Magic Number,The method contains a magic number: 3,323
